ReleasableAccidents_Year,Death (1 = Yes),Injury (1 = Yes),NumberDeaths,NumberInjured,NumberVesselsInvolved,TotalDamage,Date,Time,State,WaterConditions,Wind,Day (1 = yes),Visibility,DayofWeek,AccidentCause,AccidentEvent,OperatorGender,OperatorAge,OperatorUsingAlcohol,VesselType,Length,Operation,Activity,Yearbuilt,NumberPeopleOnboard,DeceasedAge,DeceasedGender,CauseofDeath,DeceasedPFDWorn,DeceasedRole,InjuredGender,InjuredAge,InjuryType,InjuredRole
2017,1,0,2,0,2,0,6/14/2017,1:41:00 PM,AL,rough,Unknown,1,Unknown,Wednesday,Force of wake/wave,Capsizing,M,,0,Open motorboat,,towing,Towing,,3,81,M,Unknown,N,Occupant,,,,
2017,1,0,1,0,1,0,8/26/2017,6:40:00 PM,AL,unknown,Unknown,1,Unknown,Saturday,"People on gunwale, bow, or transom",Falls overboard,M,,0,Pontoon,,Unknown,Boating/relaxation,,,14,F,Trauma,,Occupant,,,,
2017,0,0,0,0,1,13680,9/23/2017,11:11:00 AM,AL,Choppy,Light,1,Unknown,Saturday,Unknown,Capsizing,M,,0,Open motorboat,19,Unknown,Boating/relaxation,1975,2,,,,,,,,,
2017,0,0,0,0,1,5000,9/23/2017,11:40:00 AM,AL,Choppy,Light,1,Unknown,Saturday,Unknown,Flooding/swamping,M,,0,Houseboat,21,Unknown,Boating/relaxation,,2,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,12:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,1:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,2:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,3:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,4:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,5:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,6:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,7:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,8:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,9:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,10:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,11:40:00 PM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,12:40:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,1:40:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,2:40:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,3:40:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,4:40:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,5:40:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,6:40:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,12:00:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,12:00:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,12:00:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,23,0,4/22/2017,12:00:00 AM,AL,Unknown,Unknown,0,Unknown,Saturday,Unknown,Fire/explosion (unknown origin),M,,0,Unknown,,Tied to dock/mooring,None; not in use,,,,,,,,,,,
2017,0,0,0,0,1,700,5/3/2017,11:45:00 AM,AL,Choppy,Strong,1,Unknown,Wednesday,Unknown,Flooding/swamping,M,,0,Sail (unknown propulsion),18,Sailing,Boating/relaxation,,4,,,,,,,,,
2017,0,1,0,1,1,70000,1/6/2017,8:20:00 PM,AL,Rough,Strong,0,Fair,Friday,Hazardous waters,Flooding/swamping,M,60,0,Open motorboat,28,Unknown,Boating/relaxation,,2,,,,,,,,Hypothermia,Unknown
2017,0,1,0,1,1,4000,1/5/2017,4:20:00 AM,AR,Calm,None,0,Good,Thursday,Excessive speed,Collision with fixed object,M,28,0,Open motorboat,15,Cruising,Hunting,2003,2,,,,,,M,26,Broken bone,Occupant
2017,0,1,0,1,1,3000,1/14/2017,4:30:00 AM,AR,Calm,None,0,Poor,Saturday,Excessive speed,Collision with fixed object,M,18,0,Open motorboat,15,Cruising,Hunting,2008,3,,,,,,M,13,Broken bone,Occupant
2017,0,0,0,0,1,2000,1/10/2017,9:30:00 AM,AR,Calm,Moderate,1,Fair,Tuesday,Excessive speed,Collision with floating object,M,31,0,Open motorboat,15,Cruising,Hunting,2012,2,,,,,,,,,
2017,0,0,0,0,2,3628.41,2/19/2017,1:40:00 PM,AR,Choppy,Light,1,Good,Sunday,Force of wake/wave,Collision with recreational vessel,M,31,0,Open motorboat,20,Drifting,Boating/relaxation,1988,6,,,,,,,,,
2017,0,0,0,0,2,3628.41,2/19/2017,1:40:00 PM,AR,Choppy,Light,1,Good,Sunday,Force of wake/wave,Collision with recreational vessel,M,34,0,Open motorboat,21,Drifting,Government,2012,1,,,,,,,,,
2017,1,0,1,0,1,0,3/1/2017,9:52:00 AM,AR,Calm,Strong,1,Good,Wednesday,Improper loading,Capsizing,M,49,0,Rowboat,14,Drifting,Fishing,1994,2,49,M,Drowning,N,Operator,,,,
2017,0,0,0,0,1,2000,2/16/2017,11:54:00 AM,AR,Choppy,Moderate,1,Good,Thursday,Machinery failure,Collision with fixed object,M,72,0,Open motorboat,16,Drifting,Boating/relaxation,2004,1,,,,,,,,,
2017,0,1,0,2,2,10500,3/25/2017,7:45:00 AM,AR,Choppy,Moderate,1,Good,Saturday,Restricted vision,Collision with recreational vessel,M,70,0,Open motorboat,16,Trolling,Fishing,2006,3,,,,,,M,70,Scrape/bruise,Operator
2017,0,1,0,2,2,10500,3/25/2017,7:45:00 AM,AR,Choppy,Moderate,1,Good,Saturday,Restricted vision,Collision with recreational vessel,M,54,0,Open motorboat,16,Cruising,Boating/relaxation,2007,1,,,,,,M,54,Scrape/bruise,Operator
2017,0,0,0,0,1,5000,3/25/2017,11:30:00 PM,AR,Calm,None,0,Good,Saturday,Overloading,Flooding/swamping,M,22,0,Open motorboat,17,Idling,Fishing,1986,4,,,,,,,,,
2017,0,0,0,0,2,4000,4/15/2017,8:23:00 AM,AR,Calm,Light,1,Good,Saturday,Navigation rules violation,Collision with recreational vessel,M,63,0,Open motorboat,20,Changing speed,Fishing,2016,1,,,,,,,,,
2017,0,0,0,0,2,4000,4/15/2017,8:23:00 AM,AR,Calm,Light,1,Good,Saturday,Navigation rules violation,Collision with recreational vessel,M,60,0,Open motorboat,17,Cruising,Fishing,2002,2,,,,,,,,,
2017,1,0,1,0,1,0,4/30/2017,1:09:00 PM,AR,Rough,Moderate,1,Good,Sunday,Hazardous waters,Collision with fixed object,M,46,0,Kayak,10,Rowing/paddling,Whitewater,2008,1,46,M,Drowning,Y,Operator,,,,
2017,0,0,0,0,2,3500,5/6/2017,2:09:00 PM,AR,Calm,Light,1,Good,Saturday,Operator inattention,Collision with recreational vessel,M,35,0,Open motorboat,16,Cruising,Fishing,1972,4,,,,,,,,,
2017,0,0,0,0,2,3500,5/6/2017,2:09:00 PM,AR,Calm,Light,1,Good,Saturday,Operator inattention,Collision with recreational vessel,M,49,0,Open motorboat,20,Drifting,Fishing,2001,2,,,,,,,,,
2017,0,0,0,0,1,2000,5/13/2017,5:55:00 PM,AR,Calm,Light,1,Good,Saturday,Operator inattention,Person ejected from vessel,M,26,0,Open motorboat,17,Cruising,Boating/relaxation,1992,2,,,,,,,,,
2017,1,0,1,0,1,0,5/10/2017,11:00:00 AM,AR,Choppy,Strong,1,Good,Wednesday,Operator inexperience,Person departed vessel,M,19,1,Open motorboat,15,Drifting,Boating/relaxation,2004,1,19,M,Drowning,N,Operator,,,,
2017,0,1,0,1,1,0,5/27/2017,4:30:00 PM,AR,Choppy,Moderate,1,Good,Saturday,Operator inattention,Person struck by propeller,M,43,0,Open motorboat,25,Changing direction,Boating/relaxation,2014,1,,,,,,M,41,Cut,Swimmer
2017,0,0,0,0,1,7000,6/1/2017,5:35:00 PM,AR,Calm,Light,1,Good,Thursday,Machinery failure,Grounding,M,30,0,Open motorboat,19,Cruising,Boating/relaxation,2015,2,,,,,,,,,
2017,0,0,0,0,2,2000,6/3/2017,9:30:00 AM,AR,Calm,Light,1,Good,Saturday,Improper lookout,Collision with recreational vessel,M,38,0,Open motorboat,18,Cruising,Boating/relaxation,2016,3,,,,,,,,,
2017,0,0,0,0,2,2000,6/3/2017,9:30:00 AM,AR,Calm,Light,1,Good,Saturday,Improper lookout,Collision with recreational vessel,M,51,0,Open motorboat,20,Drifting,Fishing,2007,2,,,,,,,,,
2017,0,0,0,0,1,5000,6/9/2017,7:00:00 PM,AR,Calm,Light,1,Good,Friday,Operator inattention,Flooding/swamping,M,65,0,Open motorboat,16,Launching/loading,Boating/relaxation,1986,1,,,,,,,,,
2017,0,1,0,1,1,3500,6/12/2017,7:55:00 PM,AR,Calm,Light,1,Good,Monday,Operator inexperience,Grounding,M,21,0,Airboat,15,Cruising,Boating/relaxation,1979,2,,,,,,F,20,Cut,Occupant
2017,0,0,0,0,1,3000,5/21/2017,8:22:00 PM,AR,Calm,Light,1,Good,Sunday,Operator inexperience,Flooding/swamping,M,33,0,Open motorboat,16,Drifting,Fishing,1996,4,,,,,,,,,
2017,0,0,0,0,2,3810,6/11/2017,2:10:00 PM,AR,Calm,Light,1,Good,Sunday,Operator inexperience,Collision with recreational vessel,M,21,0,Personal watercraft,10,Changing speed,Boating/relaxation,2003,1,,,,,,,,,
2017,0,0,0,0,2,3810,6/11/2017,2:10:00 PM,AR,Calm,Light,1,Good,Sunday,Operator inexperience,Collision with recreational vessel,M,,0,Pontoon,22,Tied to dock/mooring,None; not in use,2013,0,,,,,,,,,
2017,0,1,0,1,1,4000,6/24/2017,11:16:00 AM,AR,Calm,Light,1,Good,Saturday,Operator inattention,Collision with floating object,M,29,0,Open motorboat,21,Cruising,Fishing,2009,2,,,,,,M,52,Scrape/bruise,Occupant
2017,0,1,0,1,1,3800,6/25/2017,6:30:00 AM,AR,Calm,Light,1,Good,Sunday,Operator inattention,Grounding,M,33,0,Pontoon,16,Cruising,Boating/relaxation,1992,2,,,,,,M,33,Broken bone,Operator
2017,0,0,0,0,1,5500,6/18/2017,7:00:00 PM,AR,Calm,None,1,Good,Sunday,Ignition of fuel or vapor,Fire/explosion (fuel),M,31,0,Open motorboat,18,Drifting,Boating/relaxation,1994,4,,,,,,,,,
2017,0,0,0,0,2,5500,6/11/2017,3:00:00 PM,AR,Choppy,Strong,1,Good,Sunday,Weather,Collision with recreational vessel,M,,0,Pontoon,27,Tied to dock/mooring,None; not in use,2016,0,,,,,,,,,
2017,0,0,0,0,2,5500,6/11/2017,3:00:00 PM,AR,Choppy,Strong,1,Good,Sunday,Weather,Collision with recreational vessel,M,55,0,Pontoon,27,Changing direction,Boating/relaxation,2016,2,,,,,,,,,
2017,1,0,1,0,1,0,6/23/2017,3:03:00 PM,AR,Rough,Storm,1,Poor,Friday,Weather,Falls overboard,M,71,0,Kayak,13,Rowing/paddling,None; not in use,2015,1,71,M,Drowning,N,Operator,,,,
2017,0,1,0,3,1,15000,7/3/2017,8:25:00 PM,AR,Calm,Light,1,Good,Monday,Alcohol use,Collision with fixed object,M,43,1,Open motorboat,24,Cruising,Boating/relaxation,2005,3,,,,,,M,43,Scrape/bruise,Operator
2017,0,1,0,3,1,15000,7/3/2017,8:25:00 PM,AR,Calm,Light,1,Good,Monday,Alcohol use,Collision with fixed object,M,43,1,Open motorboat,24,Cruising,Boating/relaxation,2005,3,,,,,,F,29,Cut,Occupant
2017,0,1,0,3,1,15000,7/3/2017,8:25:00 PM,AR,Calm,Light,1,Good,Monday,Alcohol use,Collision with fixed object,M,43,1,Open motorboat,24,Cruising,Boating/relaxation,2005,3,,,,,,M,43,Scrape/bruise,Occupant
2017,0,0,0,0,2,2000,7/3/2017,3:03:00 PM,AR,Calm,Light,1,Good,Monday,Operator inattention,Collision with recreational vessel,M,53,0,Open motorboat,20,Changing speed,Boating/relaxation,1989,2,,,,,,,,,
2017,0,0,0,0,2,2000,7/3/2017,3:03:00 PM,AR,Calm,Light,1,Good,Monday,Operator inattention,Collision with recreational vessel,M,,0,Pontoon,25,Tied to dock/mooring,None; not in use,2017,0,,,,,,,,,
2017,1,0,1,0,1,0,6/27/2017,9:45:00 AM,AR,Calm,Light,1,Good,Tuesday,"People on gunwale, bow, or transom",Falls overboard,M,67,0,Open motorboat,18,Trolling,Fishing,2013,3,74,M,Drowning,N,Occupant,,,,
2017,0,1,0,2,1,8000,6/24/2017,1:59:00 PM,AR,Calm,Light,1,Good,Saturday,Operator inattention,Grounding,M,58,0,Pontoon,20,Cruising,Boating/relaxation,1994,2,,,,,,M,58,Cut,Operator
2017,0,1,0,2,1,8000,6/24/2017,1:59:00 PM,AR,Calm,Light,1,Good,Saturday,Operator inattention,Grounding,M,58,0,Pontoon,20,Cruising,Boating/relaxation,1994,2,,,,,,F,54,Scrape/bruise,Occupant
2017,0,1,0,1,1,0,7/1/2017,7:30:00 PM,AR,Choppy,None,1,Good,Saturday,Force of wake/wave,Fall in vessel,M,33,0,Personal watercraft,10,Cruising,Boating/relaxation,2014,1,,,,,,M,33,Dislocation,Operator
2017,0,0,0,0,2,2500,7/3/2017,8:10:00 PM,AR,Calm,Light,1,Fair,Monday,Machinery failure,Collision with fixed object,M,28,0,Open motorboat,20,Changing speed,Boating/relaxation,1995,3,,,,,,,,,
2017,0,0,0,0,2,2500,7/3/2017,8:10:00 PM,AR,Calm,Light,1,Fair,Monday,Machinery failure,Collision with fixed object,M,,0,Pontoon,24,Tied to dock/mooring,None; not in use,2014,0,,,,,,,,,
2017,0,1,0,1,1,0,7/3/2017,6:00:00 PM,AR,Calm,Light,1,Good,Monday,Force of wake/wave,Skier mishap,M,52,0,Pontoon,25,Cruising,Towed watersports,2016,4,,,,,,F,14,Broken bone,Tuber
2017,0,0,0,0,2,2000,6/29/2017,6:05:00 PM,AR,Choppy,None,1,Good,Thursday,Excessive speed,Collision with recreational vessel,M,48,0,Open motorboat,20,Cruising,Fishing,1998,2,,,,,,,,,
2017,0,0,0,0,2,2000,6/29/2017,6:05:00 PM,AR,Choppy,None,1,Good,Thursday,Excessive speed,Collision with recreational vessel,M,44,0,Open motorboat,20,Cruising,Fishing,2012,2,,,,,,,,,
2017,0,1,0,1,1,0,7/15/2017,1:49:00 PM,AR,Calm,Light,1,Good,Saturday,Other,Carbon monoxide exposure,M,35,0,Cabin motorboat,24,At anchor,Boating/relaxation,2000,1,,,,,,M,35,Carbon monoxide,Operator
2017,0,1,0,1,1,0,7/26/2017,8:11:00 PM,AR,Calm,None,1,Good,Wednesday,Other,Skier mishap,M,35,0,Open motorboat,21,Cruising,Towed watersports,2007,5,,,,,,M,28,Broken bone,Wakeboarder
2017,0,1,0,1,1,500,6/22/2017,7:30:00 PM,AR,Choppy,Light,1,Poor,Thursday,Operator inexperience,Capsizing,F,43,0,Canoe,,Unknown,Boating/relaxation,,2,,,,,,F,43,Cut,Operator
2017,1,0,1,0,1,0,7/22/2017,10:40:00 AM,AR,Calm,Light,1,Good,Saturday,Unknown,Skier mishap,M,22,0,Open motorboat,23,Cruising,Towed watersports,2005,10,19,F,Trauma,Y,Tuber,,,,
2017,0,0,0,0,2,3500,7/9/2017,2:34:00 PM,AR,Choppy,Unknown,1,Good,Sunday,Navigation rules violation,Collision with recreational vessel,M,16,0,Personal watercraft,13,Cruising,Boating/relaxation,2007,2,,,,,,,,,
2017,0,0,0,0,2,3500,7/9/2017,2:34:00 PM,AR,Choppy,Unknown,1,Good,Sunday,Navigation rules violation,Collision with recreational vessel,M,37,0,Open motorboat,22,Changing speed,Boating/relaxation,2015,4,,,,,,,,,
2017,0,0,0,0,1,2000,7/14/2017,5:45:00 PM,AR,Calm,Light,1,Good,Friday,Operator inexperience,Flooding/swamping,M,41,0,Open motorboat,20,Changing direction,Boating/relaxation,2015,2,,,,,,,,,
2017,0,1,0,2,2,7000,7/8/2017,11:36:00 PM,AR,Calm,Light,0,Good,Saturday,Navigation rules violation,Collision with recreational vessel,M,29,1,Open motorboat,19,Cruising,Boating/relaxation,1996,1,,,,,,M,29,Internal organ injury,Operator
2017,0,1,0,2,2,7000,7/8/2017,11:36:00 PM,AR,Calm,Light,0,Good,Saturday,Navigation rules violation,Collision with recreational vessel,M,39,0,Pontoon,25,Cruising,Boating/relaxation,2014,3,,,,,,M,39,Cut,Operator
2017,0,0,0,0,1,3500,8/1/2017,8:40:00 PM,AR,Calm,None,1,Good,Tuesday,Other,Collision with submerged object,M,36,0,Open motorboat,20,Cruising,Fishing,2014,2,,,,,,,,,
2017,0,1,0,1,1,0,7/15/2017,3:00:00 PM,AR,Calm,None,1,Good,Saturday,Operator inattention,Person struck by propeller,M,,0,Open motorboat,,Changing speed,Boating/relaxation,,1,,,,,,F,31,Cut,Swimmer
2017,0,0,0,0,1,2800,8/1/2017,10:00:00 AM,AR,Calm,None,1,Good,Tuesday,Other,Grounding,M,70,0,Open motorboat,17,Cruising,Fishing,1994,2,,,,,,,,,
2017,0,0,0,0,3,15000,8/3/2017,5:30:00 PM,AR,Calm,Light,1,Good,Thursday,Excessive speed,Collision with recreational vessel,M,33,0,Pontoon,25,Towing,Towing,2014,1,,,,,,,,,
2017,0,0,0,0,3,15000,8/3/2017,5:30:00 PM,AR,Calm,Light,1,Good,Thursday,Excessive speed,Collision with recreational vessel,M,,0,Pontoon,24,Being towed,Towing,2014,1,,,,,,,,,
2017,0,0,0,0,3,15000,8/3/2017,5:30:00 PM,AR,Calm,Light,1,Good,Thursday,Excessive speed,Collision with recreational vessel,M,,0,Open motorboat,27,Cruising,Boating/relaxation,2008,2,,,,,,,,,
2017,0,1,0,1,1,0,7/4/2017,1:00:00 PM,AR,Choppy,None,1,Good,Tuesday,Operator inexperience,Fall in vessel,M,50,0,Personal watercraft,10,Cruising,Boating/relaxation,2005,1,,,,,,M,50,Broken bone,Operator
2017,0,0,0,0,1,9500,8/12/2017,4:23:00 PM,AR,Calm,None,1,Good,Saturday,Overloading,Flooding/swamping,M,35,0,Open motorboat,17,Unknown,Swimming/snorkeling,2006,5,,,,,,,,,
2017,0,1,0,1,2,1000,8/12/2017,4:00:00 PM,AR,Calm,None,1,Good,Saturday,Operator inattention,Collision with recreational vessel,M,50,0,Personal watercraft,10,Cruising,Boating/relaxation,2002,2,,,,,,,,,
2017,0,1,0,1,2,1000,8/12/2017,4:00:00 PM,AR,Calm,None,1,Good,Saturday,Operator inattention,Collision with recreational vessel,F,24,0,Personal watercraft,10,Cruising,Boating/relaxation,2002,1,,,,,,f,24,Sprain/strain,Operator
2017,1,0,1,0,1,0,8/26/2017,3:54:00 PM,AR,Calm,None,1,Good,Saturday,Alcohol use,Collision with floating object,M,45,1,Open motorboat,15,Cruising,Fishing,1985,1,45,M,Drowning,N,Operator,,,,
2017,0,1,0,1,1,0,8/27/2017,2:45:00 PM,AR,Calm,Light,1,Good,Sunday,Other,Person departed vessel,M,37,0,Pontoon,23,Cruising,Boating/relaxation,2017,6,,,,,,M,61,Cut,Occupant
2017,0,1,0,2,1,0,9/3/2017,1:00:00 PM,AR,Choppy,Moderate,1,Good,Sunday,Operator inattention,Skier mishap,M,62,0,Open motorboat,19,Changing direction,Towed watersports,2015,3,,,,,,F,10,Scrape/bruise,Swimmer
2017,0,1,0,2,1,0,9/3/2017,1:00:00 PM,AR,Choppy,Moderate,1,Good,Sunday,Operator inattention,Skier mishap,M,62,0,Open motorboat,19,Changing direction,Towed watersports,2015,3,,,,,,F,54,Cut,Swimmer
2017,0,1,0,1,1,2500,9/8/2017,10:18:00 PM,AR,Calm,None,0,Good,Friday,Improper lookout,Grounding,M,31,0,Open motorboat,23,Cruising,Boating/relaxation,2016,4,,,,,,M,35,Broken bone,Occupant
2017,0,0,0,0,1,2500,9/4/2017,2:28:00 PM,AR,Calm,Light,1,Good,Monday,Ignition of fuel or vapor,Fire/explosion (fuel),M,22,0,Open motorboat,17,Drifting,Boating/relaxation,1986,3,,,,,,,,,
2017,0,1,0,1,1,1500,7/29/2017,7:00:00 PM,AR,Choppy,Light,1,Good,Saturday,Excessive speed,Collision with fixed object,M,40,0,Open motorboat,18,Changing direction,Boating/relaxation,2012,5,,,,,,M,40,Internal organ injury,Operator
2017,0,0,0,0,1,2500,9/16/2017,8:05:00 PM,AR,Calm,None,1,Good,Saturday,Operator inattention,Grounding,M,64,0,Open motorboat,23,Cruising,Boating/relaxation,2008,2,,,,,,,,,
2017,0,1,0,1,1,0,9/2/2017,7:34:00 PM,AR,Choppy,Moderate,1,Good,Saturday,"People on gunwale, bow, or transom",Fall in vessel,M,20,0,Open motorboat,23,Cruising,Boating/relaxation,2016,4,,,,,,M,15,Broken bone,Occupant
2017,0,1,0,2,1,1000,9/3/2017,5:00:00 PM,AR,Calm,Light,1,Good,Sunday,Alcohol use,Collision with fixed object,M,51,1,Personal watercraft,10,Cruising,Boating/relaxation,1995,2,,,,,,M,51,Cut,Operator
2017,0,1,0,2,1,1000,9/3/2017,5:00:00 PM,AR,Calm,Light,1,Good,Sunday,Alcohol use,Collision with fixed object,M,51,1,Personal watercraft,10,Cruising,Boating/relaxation,1995,2,,,,,,M,9,Internal organ injury,Occupant
2017,1,0,1,0,1,500,10/6/2017,1:00:00 PM,AR,Unknown,Light,1,Good,Friday,Hazardous waters,Flooding/swamping,M,74,0,Open motorboat,16,At anchor,Fishing,1969,2,47,M,Drowning,N,Occupant,,,,
2017,0,0,0,0,1,11000,10/10/2017,5:00:00 PM,AR,Choppy,None,1,Good,Tuesday,Other,Collision with submerged object,M,57,0,Open motorboat,17,Drifting,Fishing,2011,2,,,,,,,,,
2017,0,0,0,0,1,2000,10/27/2017,1:30:00 PM,AR,Choppy,Light,1,Good,Friday,Other,Collision with submerged object,M,47,0,Open motorboat,14,Cruising,Fishing,1976,1,,,,,,,,,
2017,1,0,1,0,1,3500,11/18/2017,2:00:00 PM,AR,Rough,Storm,1,Fair,Saturday,Hazardous waters,Flooding/swamping,M,22,0,Open motorboat,17,Cruising,Hunting,2014,1,22,M,Drowning,N,Operator,,,,
2017,0,1,0,1,1,10000,11/18/2017,11:15:00 AM,AR,Rough,Storm,1,Good,Saturday,Weather,Flooding/swamping,M,25,0,Open motorboat,17,Cruising,Hunting,2017,3,,,,,,M,24,Broken bone,Occupant
2017,1,0,1,0,1,0,5/5/2017,6:00:00 PM,AR,Choppy,Light,1,Good,Friday,Operator inexperience,Capsizing,M,54,0,Kayak,10,Drifting,Boating/relaxation,2017,1,54,M,Drowning,N,Operator,,,,
2017,1,0,1,0,1,0,11/17/2017,5:40:00 PM,AR,Choppy,Strong,1,Fair,Friday,Operator inexperience,Falls overboard,M,15,0,Open motorboat,14,Cruising,Boating/relaxation,1970,1,15,M,Drowning,N,Operator,,,,
2017,0,0,0,0,1,2000,12/9/2017,2:58:00 PM,AR,Choppy,Moderate,1,Good,Saturday,Other,Collision with submerged object,M,31,0,Open motorboat,20,Cruising,Fishing,1991,1,,,,,,,,,
2017,0,0,0,0,1,45000,6/1/2017,7:40:00 AM,AT,Choppy,Moderate,1,Good,Thursday,Operator inattention,Fire/explosion (unknown origin),M,65,0,Auxiliary sail,40,Unknown,Boating/relaxation,,1,,,,,,,,,
2017,0,1,0,2,1,0,2/25/2017,1:30:00 PM,AT,Very rough,Strong,1,Unknown,Saturday,Hazardous waters,Other,M,,0,Unknown,25,Drifting,Boating/relaxation,,6,,,,,,M,28,Concussion,Occupant
2017,0,1,0,2,1,0,2/25/2017,1:30:00 PM,AT,Very rough,Strong,1,Unknown,Saturday,Hazardous waters,Other,M,,0,Unknown,25,Drifting,Boating/relaxation,,6,,,,,,F,19,Internal organ injury,Occupant
2017,0,0,0,0,1,22370,7/16/2017,8:55:00 AM,AT,Unknown,Moderate,1,Unknown,Sunday,Machinery failure,Fire/explosion (non-fuel),M,,0,Open motorboat,32,Unknown,Boating/relaxation,2007,5,,,,,,,,,
2017,0,0,0,0,1,24465,7/21/2017,8:00:00 AM,AT,Rough,Light,1,Good,Friday,Unknown,Flooding/swamping,M,49,0,Cabin motorboat,35,Unknown,Boating/relaxation,,2,,,,,,,,,
2017,0,0,0,0,1,50000,8/11/2017,12:00:00 AM,AT,Choppy,Moderate,0,Good,Friday,Unknown,Fire/explosion (unknown origin),M,55,0,Cabin motorboat,32,Unknown,Boating/relaxation,,2,,,,,,,,,
